id,matchtime,mainteam,visitteam,m_score,v_score
2843,2012-2-25,韩国,乌兹别,4,2
2844,2018-6-3,阿尔巴,乌克兰,1,4
2845,2018-5-30,阿尔巴,科索沃,0,3
2846,2018-3-27,阿尔巴,挪威,0,1
2847,2017-10-10,阿尔巴,意大利,0,1
2848,2017-9-2,阿尔巴,列支敦,2,0
2849,2017-3-28,阿尔巴,波黑,1,2
2850,2016-11-13,阿尔巴,以色列,0,3
2851,2016-10-10,阿尔巴,西班牙,0,2
2852,2016-9-6,阿尔巴,马其顿,2,1
2853,2016-9-1,阿尔巴,摩洛哥,0,0
2854,2016-6-11,阿尔巴,瑞士,0,1
2855,2016-6-4,阿尔巴,乌克兰,1,3
2856,2016-5-29,阿尔巴,卡塔尔,3,1
2857,2015-11-17,阿尔巴,格鲁吉,2,2
2858,2015-10-9,阿尔巴,塞尔维,0,2
2859,2015-9-8,阿尔巴,葡萄牙,0,1
2860,2015-6-13,阿尔巴,法国,1,0
2861,2015-3-29,阿尔巴,亚美尼,2,1
2862,2014-10-12,阿尔巴,丹麦,1,1
2863,2013-10-12,阿尔巴,瑞士,1,2
2865,2013-6-8,阿尔巴,挪威,1,1
2869,2012-10-17,阿尔巴,斯洛文,1,0
2870,2012-10-13,阿尔巴,冰岛,1,2
2871,2012-9-8,阿尔巴,塞浦路,3,1
2874,2011-10-12,阿尔巴,罗马尼,1,1
2875,2011-9-3,阿尔巴,法国,1,2
2877,2011-3-27,阿尔巴,白俄,1,0
2878,2011-2-10,阿尔巴,斯洛文,1,2
2880,2010-10-9,阿尔巴,波黑,1,1
2881,2010-9-8,阿尔巴,卢森堡,1,0
2884,2010-3-4,阿尔巴,北爱,1,0
2885,2009-9-10,阿尔巴,丹麦,1,1
2887,2009-6-11,阿尔巴,格鲁吉,1,1
2888,2009-6-7,阿尔巴,葡萄牙,1,2
2890,2009-3-29,阿尔巴,匈牙利,0,1
2891,2008-9-11,阿尔巴,马耳他,3,0
2892,2008-9-7,阿尔巴,瑞典,0,0
2893,2007-11-18,阿尔巴,白俄,2,4
2894,2017-10-6,玻利维,巴西,0,0
2895,2017-9-6,玻利维,智利,1,0
2896,2017-6-8,玻利维,尼加拉,3,2
2897,2017-3-29,玻利维,阿根廷,2,0
2898,2016-11-16,玻利维,巴拉圭,1,0
2899,2016-10-12,玻利维,厄瓜多,2,2
2900,2016-9-2,玻利维,秘鲁,0,3
2901,2016-3-25,玻利维,哥伦比,2,3
2902,2015-11-13,玻利维,委内瑞,4,2
2903,2015-10-9,玻利维,乌拉圭,0,2
2904,2015-6-26,玻利维,秘鲁,1,3
2905,2014-11-19,玻利维,委内瑞,3,2
2906,2014-9-10,玻利维,墨西哥,0,1
2907,2014-9-7,玻利维,厄瓜多,0,4
2908,2013-9-11,玻利维,厄瓜多,1,1
2909,2013-6-8,玻利维,委内瑞,1,1
2910,2013-3-27,玻利维,阿根廷,1,1
2912,2012-10-17,玻利维,乌拉圭,4,1
2913,2012-10-13,玻利维,秘鲁,1,1
2914,2012-6-10,玻利维,巴拉圭,3,1
2915,2012-6-3,玻利维,智利,0,2
2917,2011-10-12,玻利维,哥伦比,1,2
2918,2011-9-6,玻利维,秘鲁,0,0
2920,2011-7-8,玻利维,哥斯达,0,2
2921,2011-6-5,玻利维,巴拉圭,0,2
2922,2010-10-8,玻利维,委内瑞,1,3
2924,2009-10-12,玻利维,巴西,2,1
2925,2009-9-10,玻利维,厄瓜多,1,3
2926,2009-6-7,玻利维,委内瑞,0,1
2927,2009-4-2,玻利维,阿根廷,6,1
2928,2008-10-15,玻利维,乌拉圭,2,2
2929,2008-10-12,玻利维,秘鲁,3,0
2930,2008-6-19,玻利维,巴拉圭,4,2
2931,2008-6-16,玻利维,智利,0,2
2932,2008-2-7,玻利维,秘鲁,2,1
2933,2007-10-18,玻利维,哥伦比,0,0
2934,2007-7-1,玻利维,乌拉圭,0,1
2937,2005-10-10,玻利维,巴西,1,1
2938,2005-9-4,玻利维,厄瓜多,1,2
2944,2017-10-11,厄瓜多,阿根廷,1,3
2945,2017-9-6,厄瓜多,秘鲁,1,2
2946,2017-7-27,厄瓜多,特立尼,3,1
2947,2017-6-14,厄瓜多,萨尔瓦,3,0
2948,2017-3-29,厄瓜多,哥伦比,0,2
2950,2016-11-16,厄瓜多,委内瑞,3,0
2951,2016-10-7,厄瓜多,智利,3,0
2952,2016-9-2,厄瓜多,巴西,0,3
2953,2016-6-13,厄瓜多,海地,4,0
2954,2016-6-9,厄瓜多,秘鲁,2,2
2955,2016-3-25,厄瓜多,巴拉圭,2,2
2956,2015-11-13,厄瓜多,乌拉圭,2,1
2957,2015-10-14,厄瓜多,玻利维,2,0
2958,2015-9-9,厄瓜多,洪都拉,2,0
2959,2015-6-16,厄瓜多,玻利维,2,3
2960,2015-6-7,厄瓜多,巴拿马,4,0
2961,2014-10-15,厄瓜多,萨尔瓦,5,1
2962,2014-6-26,厄瓜多,法国,0,0
2963,2014-6-5,厄瓜多,英格兰,2,2
2964,2013-10-12,厄瓜多,乌拉圭,1,0
2965,2013-8-15,厄瓜多,西班牙,0,2
2966,2013-6-12,厄瓜多,阿根廷,1,1
2967,2013-5-30,厄瓜多,德国,2,4
2968,2013-3-27,厄瓜多,巴拉圭,4,1
2969,2013-3-22,厄瓜多,萨尔瓦,5,0
2970,2012-10-13,厄瓜多,智利,3,1
2971,2012-9-8,厄瓜多,玻利维,1,0
2972,2012-8-16,厄瓜多,智利,3,0
2973,2012-6-11,厄瓜多,哥伦比,1,0
2974,2012-3-1,厄瓜多,洪都拉,2,0
2975,2011-11-16,厄瓜多,秘鲁,2,0
2976,2011-10-8,厄瓜多,委内瑞,2,0
2977,2011-9-7,厄瓜多,哥斯达,4,0
2978,2011-9-3,厄瓜多,牙买加,5,2
2979,2011-6-8,厄瓜多,希腊,1,1
2980,2011-3-29,厄瓜多,秘鲁,0,0
2981,2010-11-18,厄瓜多,委内瑞,4,1
2982,2010-10-13,厄瓜多,波兰,2,2
2983,2010-10-9,厄瓜多,哥伦比,0,1
2984,2009-10-11,厄瓜多,乌拉圭,1,2
2985,2009-8-13,厄瓜多,牙买加,0,0
2986,2009-6-11,厄瓜多,阿根廷,2,0
2988,2009-4-2,厄瓜多,巴拉圭,1,1
2989,2009-3-30,厄瓜多,巴西,1,1
2991,2008-10-13,厄瓜多,智利,1,0
2992,2008-9-7,厄瓜多,玻利维,3,1
2993,2008-6-19,厄瓜多,哥伦比,0,0
2994,2018-6-12,日本,巴拉圭,4,2
2995,2018-5-30,日本,加纳,0,2
2996,2018-3-27,日本,乌克兰,1,2
2997,2018-3-23,日本,马里,1,1
2998,2017-12-16,日本,韩国,1,4
2999,2017-12-12,日本,中国,2,1
3000,2017-12-9,日本,朝鲜,1,0
3001,2017-11-10,日本,巴西,1,3
3002,2017-10-10,日本,海地,3,3
3003,2017-10-6,日本,新西兰,2,1
3004,2017-8-31,日本,澳大利,2,0
3005,2017-6-7,日本,叙利亚,1,1
3006,2017-3-28,日本,泰国,4,0
3007,2016-11-15,日本,沙特,2,1
3008,2016-11-11,日本,阿曼,4,0
3009,2016-10-6,日本,伊拉克,2,1
3010,2016-9-1,日本,阿联酋,1,2
3011,2016-6-7,日本,波黑,1,2
3012,2016-6-3,日本,保加利,7,2
3013,2016-3-29,日本,叙利亚,5,0
3014,2016-3-24,日本,阿富汗,5,0
3016,2015-8-5,日本,韩国,1,1
3017,2015-6-16,日本,新加坡,0,0
3018,2015-6-11,日本,伊拉克,4,0
3019,2015-3-31,日本,乌兹别,5,1
3020,2015-3-27,日本,突尼斯,2,0
3021,2015-1-23,日本,阿联酋,1,1
3022,2015-1-20,日本,约旦,2,0
3023,2015-1-12,日本,巴勒斯,4,0
3025,2014-11-18,日本,澳大利,2,1
3026,2014-11-14,日本,洪都拉,6,0
3027,2014-10-14,日本,巴西,0,4
3028,2014-10-10,日本,牙买加,1,0
3029,2014-9-9,日本,委内瑞,2,2
3030,2014-9-5,日本,乌拉圭,0,2
3031,2014-6-25,日本,哥伦比,1,4
3032,2014-6-20,日本,希腊,0,0
3033,2014-6-7,日本,赞比亚,4,3
3034,2014-5-27,日本,塞浦路,1,0
3035,2014-3-5,日本,新西兰,4,2
3036,2013-9-10,日本,加纳,3,1
3037,2013-9-6,日本,危地马,3,0
3038,2013-8-14,日本,乌拉圭,2,4
3039,2013-7-25,日本,澳大利,3,2
3040,2013-7-21,日本,中国,3,3
3041,2013-6-23,日本,墨西哥,1,2
3042,2013-6-4,日本,澳大利,1,1
3043,2013-5-30,日本,保加利,0,2
3044,2018-6-3,洪都拉,萨尔瓦,0,1
3045,2017-11-11,洪都拉,澳大利,0,0
3046,2017-10-11,洪都拉,墨西哥,3,2
3047,2017-9-6,洪都拉,美国,1,1
3048,2017-7-12,洪都拉,法圭亚,0,0
3049,2017-7-8,洪都拉,哥斯达,0,1
3050,2017-5-28,洪都拉,萨尔瓦,2,2
3051,2017-3-29,洪都拉,哥斯达,1,1
3052,2017-2-17,洪都拉,牙买加,0,1
3053,2017-1-21,洪都拉,哥斯达,1,1
3054,2017-1-14,洪都拉,尼加拉,2,1
3055,2016-11-16,洪都拉,特立尼,3,1
3056,2016-11-12,洪都拉,巴拿马,0,1
3058,2016-9-3,洪都拉,加拿大,2,1
3059,2016-3-30,洪都拉,萨尔瓦,2,0
3061,2015-11-18,洪都拉,墨西哥,0,2
3062,2015-10-14,洪都拉,南非,1,1
3063,2015-10-9,洪都拉,危地马,1,1
3064,2015-7-11,洪都拉,巴拿马,1,1
3065,2015-7-2,洪都拉,墨西哥,0,0
3066,2015-6-1,洪都拉,萨尔瓦,2,0
3072,2014-6-26,洪都拉,瑞士,0,3
3073,2014-6-21,洪都拉,厄瓜多,1,2
3074,2014-6-2,洪都拉,以色列,2,4
3075,2014-3-6,洪都拉,委内瑞,2,1
3076,2013-11-20,洪都拉,厄瓜多,2,2
3077,2013-10-12,洪都拉,哥斯达,1,0
3078,2013-9-11,洪都拉,巴拿马,2,2
3079,2013-7-22,洪都拉,哥斯达,1,0
3080,2013-7-16,洪都拉,特立尼,0,2
3081,2013-7-13,洪都拉,萨尔瓦,1,0
3082,2013-6-12,洪都拉,牙买加,2,0
3083,2013-3-23,洪都拉,墨西哥,2,2
3084,2013-2-7,洪都拉,美国,2,1
3086,2012-10-17,洪都拉,加拿大,8,1
3087,2012-9-12,洪都拉,古巴,1,0
3088,2012-6-9,洪都拉,巴拿马,0,2
3089,2011-11-15,洪都拉,塞尔维,2,0
3090,2011-9-7,洪都拉,巴拉圭,0,3
3091,2011-9-4,洪都拉,哥伦比,0,2
3092,2011-8-11,洪都拉,委内瑞,2,0
3093,2011-6-14,洪都拉,牙买加,0,1
3094,2018-6-9,芬兰,白俄,2,0
3095,2018-3-26,芬兰,马耳他,5,0
3096,2018-3-23,芬兰,马其顿,0,0
3097,2017-11-10,芬兰,爱沙尼,3,0
3098,2017-10-10,芬兰,土耳其,2,2
3099,2017-9-2,芬兰,冰岛,1,0
3100,2017-6-11,芬兰,乌克兰,1,2
3101,2017-6-7,芬兰,列支敦,1,1
3103,2016-10-9,芬兰,克罗地,0,1
3104,2016-9-6,芬兰,科索沃,1,1
3107,2015-10-11,芬兰,北爱,1,1
3108,2015-9-8,芬兰,法罗,1,0
3109,2015-6-13,芬兰,匈牙利,0,1
3110,2015-6-9,芬兰,爱沙尼,0,2
3112,2014-10-15,芬兰,罗马尼,0,2
3113,2014-10-12,芬兰,希腊,1,1
3114,2014-5-21,芬兰,捷克,2,2
3115,2013-9-7,芬兰,西班牙,0,2
3116,2013-8-14,芬兰,斯洛文,2,0
3117,2013-6-7,芬兰,白俄,1,0
3118,2012-10-12,芬兰,格鲁吉,1,1
3119,2012-9-8,芬兰,法国,0,1
3121,2011-10-8,芬兰,瑞典,1,2
3122,2011-9-7,芬兰,荷兰,0,2
3123,2011-9-2,芬兰,摩尔多,4,1
3124,2010-11-18,芬兰,圣马力,8,0
3125,2010-10-12,芬兰,匈牙利,1,2
3126,2010-8-11,芬兰,比利时,1,0
3128,2009-10-10,芬兰,威尔士,2,1
3129,2009-6-11,芬兰,俄罗斯,0,3
3130,2009-6-6,芬兰,列支敦,2,1
3131,2008-10-11,芬兰,阿塞拜,1,0
3132,2008-9-11,芬兰,德国,3,3
3133,2008-8-20,芬兰,以色列,2,0
3135,2008-5-30,芬兰,土耳其,0,2
3136,2007-11-17,芬兰,阿塞拜,2,1
3137,2007-10-18,芬兰,西班牙,0,0
3138,2007-9-12,芬兰,波兰,0,0
3139,2007-8-22,芬兰,哈萨克,2,1
3140,2007-6-7,芬兰,比利时,2,0
3141,2007-6-3,芬兰,塞尔维,0,2
3144,2017-10-7,马里,科特迪,0,0
3145,2017-9-6,马里,摩洛哥,0,0
3148,2017-6-11,马里,加蓬,2,1
3149,2017-1-18,马里,埃及,0,0
3151,2016-11-13,马里,加蓬,0,0
3152,2016-9-5,马里,贝宁,5,2
3153,2016-3-26,马里,赤道几,1,0
3156,2015-11-18,马里,博茨瓦,2,0
3159,2015-6-14,马里,南苏丹,2,0
3162,2015-1-29,马里,几内亚,1,1
3163,2015-1-24,马里,科特迪,1,1
3165,2014-11-19,马里,阿尔及,2,0
3166,2014-10-16,马里,埃塞俄,2,3
3172,2013-6-17,马里,贝宁,2,2
3173,2013-6-10,马里,卢旺达,1,1
3174,2013-2-10,马里,加纳,3,1
3175,2013-2-6,马里,尼日利,1,4
3176,2013-1-21,马里,尼日尔,1,0
3178,2012-6-11,马里,阿尔及,2,1
3179,2012-2-9,马里,科特迪,0,1
3180,2012-1-25,马里,几内亚,1,0
3186,2010-1-18,马里,马拉维,3,1
3187,2010-1-14,马里,阿尔及,0,1
3190,2009-10-12,马里,苏丹,1,0
3192,2009-6-22,马里,贝宁,3,1
3193,2009-6-8,马里,加纳,0,2
3194,2017-10-8,佛得角,塞内加,0,2
3195,2017-9-2,佛得角,南非,2,1
3196,2017-6-12,佛得角,乌干达,0,1
3197,2016-11-13,佛得角,布基纳,0,2
3198,2016-9-4,佛得角,利比亚,0,1
3199,2016-3-27,佛得角,摩洛哥,0,1
3200,2015-11-18,佛得角,肯尼亚,2,0
3201,2015-6-13,佛得角,圣多美,7,1
3202,2015-1-19,佛得角,突尼斯,1,1
3204,2014-11-15,佛得角,尼日尔,3,1
3205,2014-10-16,佛得角,莫桑比,1,0
3206,2014-9-11,佛得角,赞比亚,2,1
3207,2013-6-16,佛得角,塞拉利,1,0
3208,2013-6-9,佛得角,赤道几,2,1
3209,2013-1-28,佛得角,安哥拉,2,1
3227,2018-6-2,阿尔及,佛得角,2,3
3228,2018-3-27,阿尔及,伊朗,1,2
3229,2018-3-23,阿尔及,坦桑尼,4,1
3230,2017-11-15,阿尔及,中非,3,0
3231,2017-11-11,阿尔及,尼日利,1,1
3232,2017-9-6,阿尔及,赞比亚,0,1
3234,2017-6-12,阿尔及,多哥,1,0
3235,2017-6-7,阿尔及,几内亚,2,1
3236,2017-1-19,阿尔及,突尼斯,1,2
3237,2017-1-15,阿尔及,津巴布,2,2
3239,2017-1-7,阿尔及,毛里塔尼,3,1
3240,2016-10-10,阿尔及,喀麦隆,1,1
3241,2016-9-5,阿尔及,莱索托,6,0
3242,2016-3-26,阿尔及,埃塞俄,7,1
3243,2015-11-18,阿尔及,坦桑尼,7,0
3244,2015-10-14,阿尔及,塞内加,1,0
3245,2015-10-10,阿尔及,几内亚,1,2
3246,2015-6-14,阿尔及,塞舌尔,4,0
3247,2015-1-28,阿尔及,塞内加,2,0
3248,2015-1-23,阿尔及,加纳,0,1
3249,2014-11-16,阿尔及,埃塞俄,3,1
3250,2014-10-16,阿尔及,马拉维,3,0
3251,2014-9-11,阿尔及,马里,1,0
3252,2014-6-27,阿尔及,俄罗斯,1,1
3253,2014-6-5,阿尔及,罗马尼,2,1
3254,2014-5-31,阿尔及,亚美尼,3,1
3255,2014-3-6,阿尔及,斯洛文,2,0
3256,2013-11-20,阿尔及,布基纳,1,0
3257,2013-9-11,阿尔及,马里,1,0
3261,2013-3-27,阿尔及,贝宁,3,1
3262,2013-1-31,阿尔及,科特迪,2,2
3263,2013-1-27,阿尔及,多哥,0,2
3264,2012-11-15,阿尔及,波黑,0,1
3274,2010-6-13,阿尔及,斯洛文,0,1
3276,2010-3-4,阿尔及,塞尔维,0,3
3277,2018-6-4,沙特,秘鲁,0,3
3278,2018-5-10,沙特,阿尔及,2,0
3279,2018-3-24,沙特,乌克兰,1,1
3280,2018-2-27,沙特,摩尔多,3,0
3281,2017-12-28,沙特,阿曼,0,2
3285,2017-9-6,沙特,日本,1,0
3286,2017-3-29,沙特,伊拉克,1,0
3288,2016-10-12,沙特,阿联酋,3,0
3289,2016-10-7,沙特,澳大利,2,2
3290,2016-9-2,沙特,泰国,1,0
3292,2016-3-25,沙特,马来,2,0
3293,2015-10-9,沙特,阿联酋,2,1
3294,2015-9-4,沙特,东帝汶,7,0
3296,2015-1-10,沙特,中国,0,1
3297,2015-1-4,沙特,韩国,0,2
3298,2014-11-27,沙特,卡塔尔,1,2
3299,2014-11-24,沙特,阿联酋,3,2
3304,2014-10-11,沙特,乌拉圭,1,1
3305,2014-9-9,沙特,澳大利,2,3
3306,2014-5-24,沙特,摩尔多,0,4
3307,2014-3-6,沙特,印尼,1,0
3308,2013-11-16,沙特,伊拉克,2,1
3309,2013-2-7,沙特,中国,2,1
3310,2012-11-15,沙特,阿根廷,0,0
3311,2011-11-16,沙特,阿曼,0,0
3312,2011-11-12,沙特,泰国,3,0
3313,2011-9-7,沙特,澳大利,1,3
3315,2011-1-17,沙特,日本,0,5
3316,2011-1-10,沙特,叙利亚,1,2
3324,2009-9-10,沙特,巴林,2,2
3325,2009-6-18,沙特,朝鲜,0,0
3326,2009-4-2,沙特,阿联酋,3,2
3327,2018-3-28,科特迪,摩尔多,2,1
3328,2018-1-19,科特迪,赞比亚,0,2
3329,2018-1-15,科特迪,纳米比,0,1
3330,2017-11-12,科特迪,摩洛哥,0,2
3331,2017-9-6,科特迪,加蓬,1,2
3335,2017-3-28,科特迪,塞内加,1,1
3336,2017-1-20,科特迪,民刚果,2,2
3337,2017-1-16,科特迪,多哥,0,0
3338,2017-1-11,科特迪,乌干达,3,0
3339,2016-12-27,科特迪,津巴布,0,0
3343,2016-6-5,科特迪,加蓬,2,1
3344,2016-3-26,科特迪,苏丹,1,0
3346,2015-11-18,科特迪,利比里,3,0
3349,2015-3-27,科特迪,安哥拉,2,0
3350,2015-2-9,科特迪,加纳,0,0
3351,2015-2-2,科特迪,阿尔及,3,1
3352,2015-1-29,科特迪,喀麦隆,1,0
3353,2015-1-20,科特迪,几内亚,1,1
3355,2014-11-19,科特迪,喀麦隆,0,0
3356,2014-10-16,科特迪,民刚果,3,4
3358,2014-6-15,科特迪,日本,2,1
3359,2013-10-13,科特迪,塞内加,3,1
3360,2013-9-8,科特迪,摩洛哥,1,1
3362,2013-3-24,科特迪,冈比亚,3,0
3363,2013-1-26,科特迪,突尼斯,3,0
3364,2013-1-22,科特迪,多哥,2,1
3368,2012-1-31,科特迪,安哥拉,2,0
3369,2012-1-27,科特迪,布基纳,2,0
3370,2012-1-22,科特迪,苏丹,1,0
3376,2010-6-15,科特迪,葡萄牙,0,0
3377,2018-1-14,几内亚,苏丹,1,2
3378,2017-10-8,几内亚,突尼斯,1,4
3379,2017-9-1,几内亚,利比亚,3,2
3381,2016-11-14,几内亚,民刚果,1,2
3383,2016-3-26,几内亚,马拉维,0,0
3386,2015-11-16,几内亚,纳米比,2,0
3389,2015-6-13,几内亚,斯威士兰,1,2
3391,2015-1-25,几内亚,喀麦隆,1,1
3392,2014-11-19,几内亚,乌干达,2,0
3393,2014-10-12,几内亚,加纳,1,1
3394,2014-9-6,几内亚,多哥,2,1
3396,2013-6-17,几内亚,津巴布,1,0
3397,2013-6-10,几内亚,莫桑比,6,1
3400,2012-6-11,几内亚,埃及,2,3
3405,2009-10-12,几内亚,布基纳,1,2
3406,2009-6-22,几内亚,马拉维,2,1
3407,2009-6-8,几内亚,科特迪,1,2
3412,2008-1-29,几内亚,纳米比,1,1
3413,2008-1-25,几内亚,摩洛哥,3,2
3421,2018-6-5,俄罗斯,土耳其,1,1
3422,2018-3-27,俄罗斯,法国,1,3
3423,2018-3-23,俄罗斯,巴西,0,3
3424,2017-11-15,俄罗斯,西班牙,3,3
3425,2017-11-11,俄罗斯,阿根廷,0,1
3426,2017-10-10,俄罗斯,伊朗,1,1
3427,2017-10-7,俄罗斯,韩国,4,2
3429,2017-6-24,俄罗斯,墨西哥,1,2
3430,2017-6-21,俄罗斯,葡萄牙,0,1
3431,2017-6-17,俄罗斯,新西兰,2,0
3432,2017-6-9,俄罗斯,智利,1,1
3433,2017-3-28,俄罗斯,比利时,3,3
3434,2017-3-24,俄罗斯,科特迪,0,2
3435,2016-11-15,俄罗斯,罗马尼,1,0
3436,2016-10-9,俄罗斯,哥斯达,3,4
3437,2016-9-6,俄罗斯,加纳,1,0
3438,2016-6-21,俄罗斯,威尔士,0,3
3439,2016-6-15,俄罗斯,斯洛伐,1,2
3440,2016-6-1,俄罗斯,捷克,1,2
3441,2016-3-26,俄罗斯,立陶宛,3,0
3442,2015-11-17,俄罗斯,克罗地,1,3
3443,2015-11-14,俄罗斯,葡萄牙,1,0
3444,2015-10-12,俄罗斯,黑山,2,0
3445,2015-9-5,俄罗斯,瑞典,1,0
3446,2015-6-14,俄罗斯,奥地利,0,1
3447,2015-6-7,俄罗斯,白俄,4,2
3448,2015-3-31,俄罗斯,哈萨克,0,0
3449,2014-10-12,俄罗斯,摩尔多,1,1
3450,2014-9-8,俄罗斯,列支敦,4,0
3451,2014-9-3,俄罗斯,阿塞拜,4,0
3452,2014-6-18,俄罗斯,韩国,1,1
3453,2014-6-6,俄罗斯,摩洛哥,2,0
3454,2014-5-26,俄罗斯,斯洛伐,1,0
3455,2014-3-5,俄罗斯,亚美尼,2,0
3456,2013-11-19,俄罗斯,韩国,2,1
3457,2013-11-16,俄罗斯,塞尔维,1,1
3458,2013-9-10,俄罗斯,以色列,3,1
3459,2013-9-6,俄罗斯,卢森堡,4,1
3460,2012-11-14,俄罗斯,美国,2,2
3461,2012-10-16,俄罗斯,阿塞拜,1,0
3462,2012-10-12,俄罗斯,葡萄牙,1,0
3463,2012-9-7,俄罗斯,北爱,2,0
3464,2012-8-15,俄罗斯,科特迪,1,1
3465,2012-6-9,俄罗斯,捷克,4,1
3466,2012-5-26,俄罗斯,乌拉圭,1,1
3467,2011-10-12,俄罗斯,安道尔,6,0
3468,2011-9-6,俄罗斯,爱尔兰,0,0
3469,2011-9-2,俄罗斯,马其顿,1,0
3470,2011-8-10,俄罗斯,塞尔维,1,0
3471,2017-11-12,马其顿,挪威,2,0
3472,2017-10-10,马其顿,列支敦,4,0
3473,2017-9-6,马其顿,阿尔巴,1,1
3474,2017-6-12,马其顿,西班牙,1,2
3475,2017-6-6,马其顿,土耳其,0,0
3476,2017-3-28,马其顿,白俄,3,0
3477,2016-10-10,马其顿,意大利,2,3
3478,2016-10-7,马其顿,以色列,1,2
3479,2016-6-3,马其顿,伊朗,1,3
3480,2016-5-29,马其顿,阿塞拜,3,1
3481,2016-3-30,马其顿,保加利,0,2
3482,2015-11-17,马其顿,黎巴嫩,0,1
3483,2015-11-13,马其顿,黑山,4,1
3484,2015-10-10,马其顿,乌克兰,0,2
3485,2015-9-9,马其顿,西班牙,0,1
3486,2015-3-31,马其顿,澳大利,0,0
3487,2015-3-28,马其顿,白俄,1,2
3488,2014-11-16,马其顿,斯洛伐,0,2
3489,2014-10-10,马其顿,卢森堡,3,2
3490,2014-5-27,马其顿,喀麦隆,0,2
3491,2014-3-6,马其顿,拉脱维,2,1
3492,2013-9-11,马其顿,苏格兰,1,2
3493,2013-9-7,马其顿,威尔士,2,1
3494,2013-8-15,马其顿,保加利,2,0
3495,2013-3-23,马其顿,比利时,0,2
3496,2013-2-7,马其顿,丹麦,3,0
3498,2012-10-17,马其顿,塞尔维,1,0
3499,2012-10-13,马其顿,克罗地,1,2
3502,2011-10-12,马其顿,斯洛伐,1,1
3503,2011-9-7,马其顿,安道尔,1,0
3504,2011-6-5,马其顿,爱尔兰,0,2
3505,2011-2-10,马其顿,喀麦隆,0,1
3506,2010-10-13,马其顿,俄罗斯,0,1
3507,2010-9-8,马其顿,亚美尼,2,2
3511,2009-8-13,马其顿,西班牙,2,3
3512,2009-6-10,马其顿,冰岛,2,0
3513,2009-6-6,马其顿,挪威,0,0
3514,2008-9-11,马其顿,荷兰,1,2
3515,2008-9-6,马其顿,苏格兰,1,0
3516,2008-2-6,马其顿,塞尔维,1,1
3517,2007-11-18,马其顿,克罗地,2,0
3519,2007-9-13,马其顿,爱沙尼,1,1
3521,2017-10-9,萨尔瓦,加拿大,1,0
3522,2017-7-14,萨尔瓦,库拉索,2,0
3523,2017-1-23,萨尔瓦,尼加拉,1,0
3524,2017-1-18,萨尔瓦,伯利兹,3,1
3525,2017-1-16,萨尔瓦,洪都拉,1,2
3526,2016-9-3,萨尔瓦,墨西哥,1,3
3528,2016-5-29,萨尔瓦,秘鲁,1,3
3529,2016-3-26,萨尔瓦,洪都拉,2,2
3530,2015-11-18,萨尔瓦,加拿大,0,0
3532,2015-9-9,萨尔瓦,库拉索,1,0
3533,2015-7-9,萨尔瓦,加拿大,0,0
3535,2015-3-29,萨尔瓦,阿根廷,0,2
3536,2014-11-15,萨尔瓦,巴拿马,1,3
3540,2014-6-8,萨尔瓦,西班牙,0,2
3541,2014-6-5,萨尔瓦,科特迪,1,2
3542,2013-7-16,萨尔瓦,海地,1,0
3543,2013-7-9,萨尔瓦,特立尼,2,2
3544,2012-10-13,萨尔瓦,哥斯达,0,1
3545,2012-9-8,萨尔瓦,圭亚那,2,2
3546,2012-6-13,萨尔瓦,墨西哥,1,2
3548,2012-3-1,萨尔瓦,爱沙尼,0,2
3549,2011-6-13,萨尔瓦,古巴,6,1
3550,2011-5-30,萨尔瓦,洪都拉,2,2
3553,2009-10-15,萨尔瓦,洪都拉,0,1
3554,2009-9-10,萨尔瓦,哥斯达,1,0
3555,2009-7-11,萨尔瓦,牙买加,0,1
3556,2009-7-8,萨尔瓦,加拿大,0,1
3557,2009-6-7,萨尔瓦,墨西哥,2,1
3559,2009-3-29,萨尔瓦,美国,2,2
3560,2009-2-12,萨尔瓦,特立尼,2,2
3563,2008-11-20,萨尔瓦,哥斯达,1,3
3564,2008-10-16,萨尔瓦,苏里南,3,0
3565,2008-9-7,萨尔瓦,海地,5,0
3567,2008-4-24,萨尔瓦,中国,2,2
3569,2007-6-8,萨尔瓦,特立尼,2,1
3571,2017-10-5,叙利亚,澳大利,1,1
3572,2017-8-31,叙利亚,卡塔尔,3,1
3573,2017-6-13,叙利亚,中国,2,2
3574,2017-3-23,叙利亚,乌兹别,1,0
3575,2016-11-15,叙利亚,伊朗,0,0
3576,2016-11-9,叙利亚,新加坡,2,0
3577,2016-9-6,叙利亚,韩国,0,0
3579,2016-6-5,叙利亚,阿联酋,1,0
3580,2016-3-24,叙利亚,柬埔寨,6,0
3581,2015-10-13,叙利亚,阿富汗,5,2
3582,2015-10-8,叙利亚,日本,0,3
3583,2015-9-3,叙利亚,新加坡,1,0
3584,2013-11-19,叙利亚,阿曼,0,1
3585,2013-11-15,叙利亚,新加坡,4,0
3586,2013-8-15,叙利亚,约旦,1,1
3588,2011-1-14,叙利亚,日本,1,2
3589,2010-12-30,叙利亚,韩国,0,1
3590,2010-3-3,叙利亚,黎巴嫩,4,0
3592,2009-11-18,叙利亚,越南,0,0
3596,2009-1-14,叙利亚,中国,3,2
3597,2008-6-15,叙利亚,伊朗,0,2
3598,2008-6-3,叙利亚,科威特,1,0
