,id,mainteam,visitteam,matchtime,m_score,v_score,mt,vt,mt_grad,vt_grad,score
2399,2728.0,巴拿马,古巴,2013-7-21,6.0,1.0,55,0,574,300,2
2400,2729.0,巴拿马,加拿大,2013-7-15,0.0,0.0,55,80,574,407,1
2401,2730.0,巴拿马,马提尼,2013-7-12,1.0,0.0,55,0,574,300,2
2402,2731.0,巴拿马,墨西哥,2013-6-8,0.0,0.0,55,15,574,1008,1
2403,2732.0,巴拿马,洪都拉,2013-3-27,2.0,0.0,55,0,574,300,2
2404,2733.0,巴拿马,哥斯达,2013-2-7,2.0,2.0,55,0,574,300,1
2405,2734.0,巴拿马,西班牙,2012-11-15,1.0,5.0,55,8,574,1162,0
2406,2735.0,巴拿马,洪都拉,2012-10-13,0.0,0.0,55,0,574,300,1
2407,2736.0,巴拿马,加拿大,2012-9-12,2.0,0.0,55,80,574,407,2
2408,2737.0,巴拿马,古巴,2012-6-13,1.0,0.0,55,0,574,300,2
2409,2739.0,巴拿马,哥斯达,2011-11-12,2.0,0.0,55,0,574,300,2
2410,2740.0,巴拿马,巴拉圭,2011-9-3,0.0,2.0,55,32,574,737,0
2411,2741.0,巴拿马,萨尔瓦,2011-6-20,1.0,1.0,55,0,574,300,1
2412,2742.0,巴拿马,瓜德罗,2011-6-8,3.0,2.0,55,0,574,300,2
2413,2743.0,巴拿马,玻利维,2011-3-26,2.0,0.0,55,0,574,300,2
2414,2744.0,斯洛文,白俄,2018-3-28,0.0,2.0,0,0,300,300,0
2415,2745.0,斯洛文,苏格兰,2017-10-8,2.0,2.0,0,34,300,735,1
2416,2746.0,斯洛文,立陶宛,2017-9-5,4.0,0.0,0,0,300,300,2
2417,2747.0,斯洛文,马耳他,2017-6-10,2.0,0.0,0,0,300,300,2
2418,2748.0,斯洛文,英格兰,2016-10-12,0.0,0.0,0,13,300,1040,1
2419,2749.0,斯洛文,斯洛伐,2016-10-9,1.0,0.0,0,0,300,300,2
2420,2750.0,斯洛文,土耳其,2016-6-6,0.0,1.0,0,37,300,714,0
2421,2751.0,斯洛文,马其顿,2016-3-24,1.0,0.0,0,77,300,422,2
2422,2752.0,斯洛文,乌克兰,2015-11-18,1.0,1.0,0,30,300,777,1
2423,2753.0,斯洛文,立陶宛,2015-10-10,1.0,1.0,0,0,300,300,1
2424,2754.0,斯洛文,爱沙尼,2015-9-9,1.0,0.0,0,0,300,300,2
2425,2755.0,斯洛文,英格兰,2015-6-14,2.0,3.0,0,13,300,1040,0
2426,2756.0,斯洛文,圣马力,2015-3-28,6.0,0.0,0,0,300,300,2
2427,2757.0,斯洛文,哥伦比,2014-11-19,0.0,1.0,0,0,300,300,0
2428,2758.0,斯洛文,瑞士,2014-10-10,1.0,0.0,0,6,300,1179,2
2429,2759.0,斯洛文,加拿大,2013-11-20,1.0,0.0,0,80,300,407,2
2430,2760.0,斯洛文,挪威,2013-10-12,3.0,0.0,0,48,300,608,2
2431,2761.0,斯洛文,阿尔巴,2013-9-7,1.0,0.0,0,0,300,300,2
2432,2762.0,斯洛文,冰岛,2013-3-23,1.0,2.0,0,22,300,930,0
2433,2763.0,斯洛文,波黑,2013-2-7,0.0,3.0,0,41,300,688,0
2434,2764.0,斯洛文,塞浦路,2012-10-13,2.0,1.0,0,0,300,300,2
2435,2765.0,斯洛文,瑞士,2012-9-8,0.0,2.0,0,6,300,1179,0
2436,2766.0,斯洛文,罗马尼,2012-8-16,4.0,3.0,0,0,300,300,2
2437,2767.0,斯洛文,苏格兰,2012-3-1,1.0,1.0,0,34,300,735,1
2438,2768.0,斯洛文,美国,2011-11-16,2.0,3.0,0,24,300,880,0
2439,2769.0,斯洛文,塞尔维,2011-10-12,1.0,0.0,0,0,300,300,2
2440,2770.0,斯洛文,爱沙尼,2011-9-3,1.0,2.0,0,0,300,300,0
2441,2771.0,斯洛文,比利时,2011-8-11,0.0,0.0,0,3,300,1346,1
2442,2772.0,斯洛文,意大利,2011-3-26,0.0,1.0,0,20,300,947,0
2443,2773.0,斯洛文,格鲁吉,2010-11-18,1.0,2.0,0,0,300,300,0
2444,2774.0,斯洛文,法罗,2010-10-9,5.0,1.0,0,0,300,300,2
2445,2775.0,斯洛文,北爱,2010-9-4,0.0,1.0,0,0,300,300,0
2446,2776.0,斯洛文,澳大利,2010-8-12,2.0,0.0,0,0,300,300,2
2447,2777.0,斯洛文,英格兰,2010-6-23,0.0,1.0,0,13,300,1040,0
2448,2778.0,斯洛文,美国,2010-6-18,2.0,2.0,0,24,300,880,1
2449,2779.0,斯洛文,新西兰,2010-6-5,3.0,1.0,0,0,300,300,2
2450,2780.0,斯洛文,卡塔尔,2010-3-4,4.0,1.0,0,101,300,339,2
2451,2781.0,斯洛文,俄罗斯,2009-11-19,1.0,0.0,0,66,300,493,2
2452,2782.0,斯洛文,波兰,2009-9-10,3.0,0.0,0,10,300,1128,2
2453,2783.0,斯洛文,圣马力,2009-8-13,5.0,0.0,0,0,300,300,2
2454,2784.0,斯洛文,捷克,2009-3-29,0.0,0.0,0,0,300,300,1
2455,2785.0,斯洛文,波黑,2008-11-20,3.0,4.0,0,41,300,688,0
2456,2786.0,斯洛文,北爱,2008-10-12,2.0,0.0,0,0,300,300,2
2457,2787.0,斯洛文,斯洛伐,2008-9-11,2.0,1.0,0,0,300,300,2
2458,2788.0,斯洛文,克罗地,2008-8-21,2.0,3.0,0,0,300,300,0
2459,2789.0,斯洛文,丹麦,2008-2-7,1.0,2.0,0,12,300,1054,0
2460,2790.0,斯洛文,保加利,2007-11-22,0.0,2.0,0,0,300,300,0
2461,2791.0,斯洛文,阿尔巴,2007-10-14,0.0,0.0,0,0,300,300,1
2462,2792.0,斯洛文,白俄,2007-9-13,1.0,0.0,0,0,300,300,2
2463,2793.0,斯洛文,罗马尼,2007-6-3,1.0,2.0,0,0,300,300,0
2464,2794.0,韩国,塞内加,2018-6-11,0.0,2.0,61,0,520,300,0
2465,2795.0,韩国,玻利维,2018-6-7,0.0,0.0,61,0,520,300,1
2466,2796.0,韩国,波黑,2018-6-1,1.0,3.0,61,41,520,688,0
2467,2797.0,韩国,洪都拉,2018-5-28,2.0,0.0,61,0,520,300,2
2468,2798.0,韩国,牙买加,2018-1-30,2.0,2.0,61,52,520,587,1
2469,2799.0,韩国,中国,2017-12-9,2.0,2.0,61,73,520,431,1
2470,2800.0,韩国,塞尔维,2017-11-14,1.0,1.0,61,0,520,300,1
2471,2801.0,韩国,哥伦比,2017-11-10,2.0,1.0,61,0,520,300,2
2472,2802.0,韩国,伊朗,2017-8-31,0.0,0.0,61,34,520,784,1
2473,2803.0,韩国,叙利亚,2017-3-28,1.0,0.0,61,76,520,423,2
2474,2804.0,韩国,乌兹别,2016-11-15,2.0,1.0,61,0,520,300,2
2475,2805.0,韩国,加拿大,2016-11-11,2.0,0.0,61,80,520,407,2
2476,2806.0,韩国,卡塔尔,2016-10-6,3.0,2.0,61,101,520,339,2
2477,2807.0,韩国,中国,2016-9-1,3.0,2.0,61,73,520,431,2
2478,2808.0,韩国,黎巴嫩,2016-3-24,1.0,0.0,61,82,520,404,2
2479,2809.0,韩国,缅甸,2015-11-12,4.0,0.0,61,0,520,300,2
2480,2810.0,韩国,牙买加,2015-10-13,3.0,0.0,61,52,520,587,2
2481,2811.0,韩国,老挝,2015-9-3,8.0,0.0,61,0,520,300,2
2482,2812.0,韩国,朝鲜,2015-8-9,0.0,0.0,61,110,520,297,1
2483,2813.0,韩国,阿联酋,2015-6-11,3.0,0.0,61,0,520,300,2
2484,2814.0,韩国,新西兰,2015-3-31,1.0,0.0,61,0,520,300,2
2485,2815.0,韩国,乌兹别,2015-3-27,1.0,1.0,61,0,520,300,1
2486,2816.0,韩国,伊拉克,2015-1-26,2.0,0.0,61,91,520,372,2
2487,2817.0,韩国,乌兹别,2015-1-22,0.0,0.0,61,0,520,300,1
2488,2818.0,韩国,阿曼,2015-1-10,1.0,0.0,61,87,520,383,2
2489,2819.0,韩国,哥斯达,2014-10-14,1.0,3.0,61,0,520,300,0
2490,2820.0,韩国,巴拉圭,2014-10-10,2.0,0.0,61,32,520,737,2
2491,2821.0,韩国,乌拉圭,2014-9-8,0.0,1.0,61,17,520,976,0
2492,2822.0,韩国,委内瑞,2014-9-5,3.0,1.0,61,0,520,300,2
2493,2823.0,韩国,比利时,2014-6-27,0.0,1.0,61,3,520,1346,0
2494,2824.0,韩国,阿尔及,2014-6-23,2.0,4.0,61,0,520,300,0
2495,2825.0,韩国,加纳,2014-6-10,0.0,4.0,61,50,520,603,0
2496,2826.0,韩国,突尼斯,2014-5-28,0.0,1.0,61,14,520,1012,0
2497,2827.0,韩国,瑞士,2013-11-15,2.0,1.0,61,6,520,1179,2
2498,2828.0,韩国,马里,2013-10-15,3.0,1.0,61,67,520,462,2
2499,2829.0,韩国,巴西,2013-10-12,0.0,2.0,61,2,520,1384,0
2500,2830.0,韩国,克罗地,2013-9-10,1.0,2.0,61,0,520,300,0
2501,2831.0,韩国,海地,2013-9-6,4.0,1.0,61,108,520,302,2
2502,2832.0,韩国,秘鲁,2013-8-14,0.0,0.0,61,11,520,1106,1
2503,2833.0,韩国,日本,2013-7-28,1.0,2.0,61,60,520,528,0
2504,2834.0,韩国,中国,2013-7-24,0.0,0.0,61,73,520,431,1
2505,2835.0,韩国,澳大利,2013-7-20,0.0,0.0,61,0,520,300,1
2506,2836.0,韩国,伊朗,2013-6-18,0.0,1.0,61,34,520,784,0
2507,2837.0,韩国,乌兹别,2013-6-11,1.0,0.0,61,0,520,300,2
2508,2838.0,韩国,卡塔尔,2013-3-26,2.0,1.0,61,101,520,339,2
2509,2839.0,韩国,澳大利,2012-11-14,1.0,2.0,61,0,520,300,0
2510,2840.0,韩国,赞比亚,2012-8-15,2.0,1.0,61,78,520,412,2
2511,2841.0,韩国,黎巴嫩,2012-6-12,3.0,0.0,61,82,520,404,2
2512,2842.0,韩国,科威特,2012-2-29,2.0,0.0,61,0,520,300,2
2513,2843.0,韩国,乌兹别,2012-2-25,4.0,2.0,61,0,520,300,2
2514,2844.0,阿尔巴,乌克兰,2018-6-3,1.0,4.0,0,30,300,777,0
2515,2845.0,阿尔巴,科索沃,2018-5-30,0.0,3.0,0,0,300,300,0
2516,2846.0,阿尔巴,挪威,2018-3-27,0.0,1.0,0,48,300,608,0
2517,2847.0,阿尔巴,意大利,2017-10-10,0.0,1.0,0,20,300,947,0
2518,2848.0,阿尔巴,列支敦,2017-9-2,2.0,0.0,0,0,300,300,2
2519,2849.0,阿尔巴,波黑,2017-3-28,1.0,2.0,0,41,300,688,0
2520,2850.0,阿尔巴,以色列,2016-11-13,0.0,3.0,0,98,300,347,0
2521,2851.0,阿尔巴,西班牙,2016-10-10,0.0,2.0,0,8,300,1162,0
2522,2852.0,阿尔巴,马其顿,2016-9-6,2.0,1.0,0,77,300,422,2
2523,2853.0,阿尔巴,摩洛哥,2016-9-1,0.0,0.0,0,42,300,681,1
2524,2854.0,阿尔巴,瑞士,2016-6-11,0.0,1.0,0,6,300,1179,0
2525,2855.0,阿尔巴,乌克兰,2016-6-4,1.0,3.0,0,30,300,777,0
2526,2856.0,阿尔巴,卡塔尔,2016-5-29,3.0,1.0,0,101,300,339,2
2527,2857.0,阿尔巴,格鲁吉,2015-11-17,2.0,2.0,0,0,300,300,1
2528,2858.0,阿尔巴,塞尔维,2015-10-9,0.0,2.0,0,0,300,300,0
2529,2859.0,阿尔巴,葡萄牙,2015-9-8,0.0,1.0,0,4,300,1306,0
2530,2860.0,阿尔巴,法国,2015-6-13,1.0,0.0,0,7,300,1166,2
2531,2861.0,阿尔巴,亚美尼,2015-3-29,2.0,1.0,0,0,300,300,2
2532,2862.0,阿尔巴,丹麦,2014-10-12,1.0,1.0,0,12,300,1054,1
2533,2863.0,阿尔巴,瑞士,2013-10-12,1.0,2.0,0,6,300,1179,0
2534,2865.0,阿尔巴,挪威,2013-6-8,1.0,1.0,0,48,300,608,1
2535,2869.0,阿尔巴,斯洛文,2012-10-17,1.0,0.0,0,0,300,300,2
2536,2870.0,阿尔巴,冰岛,2012-10-13,1.0,2.0,0,22,300,930,0
2537,2871.0,阿尔巴,塞浦路,2012-9-8,3.0,1.0,0,0,300,300,2
2538,2874.0,阿尔巴,罗马尼,2011-10-12,1.0,1.0,0,0,300,300,1
2539,2875.0,阿尔巴,法国,2011-9-3,1.0,2.0,0,7,300,1166,0
2540,2877.0,阿尔巴,白俄,2011-3-27,1.0,0.0,0,0,300,300,2
2541,2878.0,阿尔巴,斯洛文,2011-2-10,1.0,2.0,0,0,300,300,0
2542,2880.0,阿尔巴,波黑,2010-10-9,1.0,1.0,0,41,300,688,1
2543,2881.0,阿尔巴,卢森堡,2010-9-8,1.0,0.0,0,83,300,401,2
2544,2884.0,阿尔巴,北爱,2010-3-4,1.0,0.0,0,0,300,300,2
2545,2885.0,阿尔巴,丹麦,2009-9-10,1.0,1.0,0,12,300,1054,1
2546,2887.0,阿尔巴,格鲁吉,2009-6-11,1.0,1.0,0,0,300,300,1
2547,2888.0,阿尔巴,葡萄牙,2009-6-7,1.0,2.0,0,4,300,1306,0
2548,2890.0,阿尔巴,匈牙利,2009-3-29,0.0,1.0,0,49,300,604,0
2549,2891.0,阿尔巴,马耳他,2008-9-11,3.0,0.0,0,0,300,300,2
2550,2892.0,阿尔巴,瑞典,2008-9-7,0.0,0.0,0,23,300,889,1
2551,2893.0,阿尔巴,白俄,2007-11-18,2.0,4.0,0,0,300,300,0
2552,2894.0,玻利维,巴西,2017-10-6,0.0,0.0,0,2,300,1384,1
2553,2895.0,玻利维,智利,2017-9-6,1.0,0.0,0,9,300,1146,2
2554,2896.0,玻利维,尼加拉,2017-6-8,3.0,2.0,0,0,300,300,2
2555,2897.0,玻利维,阿根廷,2017-3-29,2.0,0.0,0,5,300,1254,2
2556,2898.0,玻利维,巴拉圭,2016-11-16,1.0,0.0,0,32,300,737,2
2557,2899.0,玻利维,厄瓜多,2016-10-12,2.0,2.0,0,0,300,300,1
2558,2900.0,玻利维,秘鲁,2016-9-2,0.0,3.0,0,11,300,1106,0
2559,2901.0,玻利维,哥伦比,2016-3-25,2.0,3.0,0,0,300,300,0
2560,2902.0,玻利维,委内瑞,2015-11-13,4.0,2.0,0,0,300,300,2
2561,2903.0,玻利维,乌拉圭,2015-10-9,0.0,2.0,0,17,300,976,0
2562,2904.0,玻利维,秘鲁,2015-6-26,1.0,3.0,0,11,300,1106,0
2563,2905.0,玻利维,委内瑞,2014-11-19,3.0,2.0,0,0,300,300,2
2564,2906.0,玻利维,墨西哥,2014-9-10,0.0,1.0,0,15,300,1008,0
2565,2907.0,玻利维,厄瓜多,2014-9-7,0.0,4.0,0,0,300,300,0
2566,2908.0,玻利维,厄瓜多,2013-9-11,1.0,1.0,0,0,300,300,1
2567,2909.0,玻利维,委内瑞,2013-6-8,1.0,1.0,0,0,300,300,1
2568,2910.0,玻利维,阿根廷,2013-3-27,1.0,1.0,0,5,300,1254,1
2569,2912.0,玻利维,乌拉圭,2012-10-17,4.0,1.0,0,17,300,976,2
2570,2913.0,玻利维,秘鲁,2012-10-13,1.0,1.0,0,11,300,1106,1
2571,2914.0,玻利维,巴拉圭,2012-6-10,3.0,1.0,0,32,300,737,2
2572,2915.0,玻利维,智利,2012-6-3,0.0,2.0,0,9,300,1146,0
2573,2917.0,玻利维,哥伦比,2011-10-12,1.0,2.0,0,0,300,300,0
2574,2918.0,玻利维,秘鲁,2011-9-6,0.0,0.0,0,11,300,1106,1
2575,2920.0,玻利维,哥斯达,2011-7-8,0.0,2.0,0,0,300,300,0
2576,2921.0,玻利维,巴拉圭,2011-6-5,0.0,2.0,0,32,300,737,0
2577,2922.0,玻利维,委内瑞,2010-10-8,1.0,3.0,0,0,300,300,0
2578,2924.0,玻利维,巴西,2009-10-12,2.0,1.0,0,2,300,1384,2
2579,2925.0,玻利维,厄瓜多,2009-9-10,1.0,3.0,0,0,300,300,0
2580,2926.0,玻利维,委内瑞,2009-6-7,0.0,1.0,0,0,300,300,0
2581,2927.0,玻利维,阿根廷,2009-4-2,6.0,1.0,0,5,300,1254,2
2582,2928.0,玻利维,乌拉圭,2008-10-15,2.0,2.0,0,17,300,976,1
2583,2929.0,玻利维,秘鲁,2008-10-12,3.0,0.0,0,11,300,1106,2
2584,2930.0,玻利维,巴拉圭,2008-6-19,4.0,2.0,0,32,300,737,2
2585,2931.0,玻利维,智利,2008-6-16,0.0,2.0,0,9,300,1146,0
2586,2932.0,玻利维,秘鲁,2008-2-7,2.0,1.0,0,11,300,1106,2
2587,2933.0,玻利维,哥伦比,2007-10-18,0.0,0.0,0,0,300,300,1
2588,2934.0,玻利维,乌拉圭,2007-7-1,0.0,1.0,0,17,300,976,0
2589,2937.0,玻利维,巴西,2005-10-10,1.0,1.0,0,2,300,1384,1
2590,2938.0,玻利维,厄瓜多,2005-9-4,1.0,2.0,0,0,300,300,0
2591,2944.0,厄瓜多,阿根廷,2017-10-11,1.0,3.0,0,5,300,1254,0
2592,2945.0,厄瓜多,秘鲁,2017-9-6,1.0,2.0,0,11,300,1106,0
2593,2946.0,厄瓜多,特立尼,2017-7-27,3.0,1.0,0,0,300,300,2
2594,2947.0,厄瓜多,萨尔瓦,2017-6-14,3.0,0.0,0,0,300,300,2
2595,2948.0,厄瓜多,哥伦比,2017-3-29,0.0,2.0,0,0,300,300,0
2596,2950.0,厄瓜多,委内瑞,2016-11-16,3.0,0.0,0,0,300,300,2
2597,2951.0,厄瓜多,智利,2016-10-7,3.0,0.0,0,9,300,1146,2
2598,2952.0,厄瓜多,巴西,2016-9-2,0.0,3.0,0,2,300,1384,0
2599,2953.0,厄瓜多,海地,2016-6-13,4.0,0.0,0,108,300,302,2
2600,2954.0,厄瓜多,秘鲁,2016-6-9,2.0,2.0,0,11,300,1106,1
2601,2955.0,厄瓜多,巴拉圭,2016-3-25,2.0,2.0,0,32,300,737,1
2602,2956.0,厄瓜多,乌拉圭,2015-11-13,2.0,1.0,0,17,300,976,2
2603,2957.0,厄瓜多,玻利维,2015-10-14,2.0,0.0,0,0,300,300,2
2604,2958.0,厄瓜多,洪都拉,2015-9-9,2.0,0.0,0,0,300,300,2
2605,2959.0,厄瓜多,玻利维,2015-6-16,2.0,3.0,0,0,300,300,0
2606,2960.0,厄瓜多,巴拿马,2015-6-7,4.0,0.0,0,55,300,574,2
2607,2961.0,厄瓜多,萨尔瓦,2014-10-15,5.0,1.0,0,0,300,300,2
2608,2962.0,厄瓜多,法国,2014-6-26,0.0,0.0,0,7,300,1166,1
2609,2963.0,厄瓜多,英格兰,2014-6-5,2.0,2.0,0,13,300,1040,1
2610,2964.0,厄瓜多,乌拉圭,2013-10-12,1.0,0.0,0,17,300,976,2
2611,2965.0,厄瓜多,西班牙,2013-8-15,0.0,2.0,0,8,300,1162,0
2612,2966.0,厄瓜多,阿根廷,2013-6-12,1.0,1.0,0,5,300,1254,1
2613,2967.0,厄瓜多,德国,2013-5-30,2.0,4.0,0,1,300,1544,0
2614,2968.0,厄瓜多,巴拉圭,2013-3-27,4.0,1.0,0,32,300,737,2
2615,2969.0,厄瓜多,萨尔瓦,2013-3-22,5.0,0.0,0,0,300,300,2
2616,2970.0,厄瓜多,智利,2012-10-13,3.0,1.0,0,9,300,1146,2
2617,2971.0,厄瓜多,玻利维,2012-9-8,1.0,0.0,0,0,300,300,2
2618,2972.0,厄瓜多,智利,2012-8-16,3.0,0.0,0,9,300,1146,2
2619,2973.0,厄瓜多,哥伦比,2012-6-11,1.0,0.0,0,0,300,300,2
2620,2974.0,厄瓜多,洪都拉,2012-3-1,2.0,0.0,0,0,300,300,2
2621,2975.0,厄瓜多,秘鲁,2011-11-16,2.0,0.0,0,11,300,1106,2
2622,2976.0,厄瓜多,委内瑞,2011-10-8,2.0,0.0,0,0,300,300,2
2623,2977.0,厄瓜多,哥斯达,2011-9-7,4.0,0.0,0,0,300,300,2
2624,2978.0,厄瓜多,牙买加,2011-9-3,5.0,2.0,0,52,300,587,2
2625,2979.0,厄瓜多,希腊,2011-6-8,1.0,1.0,0,44,300,657,1
2626,2980.0,厄瓜多,秘鲁,2011-3-29,0.0,0.0,0,11,300,1106,1
2627,2981.0,厄瓜多,委内瑞,2010-11-18,4.0,1.0,0,0,300,300,2
2628,2982.0,厄瓜多,波兰,2010-10-13,2.0,2.0,0,10,300,1128,1
2629,2983.0,厄瓜多,哥伦比,2010-10-9,0.0,1.0,0,0,300,300,0
2630,2984.0,厄瓜多,乌拉圭,2009-10-11,1.0,2.0,0,17,300,976,0
2631,2985.0,厄瓜多,牙买加,2009-8-13,0.0,0.0,0,52,300,587,1
2632,2986.0,厄瓜多,阿根廷,2009-6-11,2.0,0.0,0,5,300,1254,2
2633,2988.0,厄瓜多,巴拉圭,2009-4-2,1.0,1.0,0,32,300,737,1
2634,2989.0,厄瓜多,巴西,2009-3-30,1.0,1.0,0,2,300,1384,1
2635,2991.0,厄瓜多,智利,2008-10-13,1.0,0.0,0,9,300,1146,2
2636,2992.0,厄瓜多,玻利维,2008-9-7,3.0,1.0,0,0,300,300,2
2637,2993.0,厄瓜多,哥伦比,2008-6-19,0.0,0.0,0,0,300,300,1
2638,2994.0,日本,巴拉圭,2018-6-12,4.0,2.0,60,32,528,737,2
2639,2995.0,日本,加纳,2018-5-30,0.0,2.0,60,50,528,603,0
2640,2996.0,日本,乌克兰,2018-3-27,1.0,2.0,60,30,528,777,0
2641,2997.0,日本,马里,2018-3-23,1.0,1.0,60,67,528,462,1
2642,2998.0,日本,韩国,2017-12-16,1.0,4.0,60,61,528,520,0
2643,2999.0,日本,中国,2017-12-12,2.0,1.0,60,73,528,431,2
2644,3000.0,日本,朝鲜,2017-12-9,1.0,0.0,60,110,528,297,2
2645,3001.0,日本,巴西,2017-11-10,1.0,3.0,60,2,528,1384,0
2646,3002.0,日本,海地,2017-10-10,3.0,3.0,60,108,528,302,1
2647,3003.0,日本,新西兰,2017-10-6,2.0,1.0,60,0,528,300,2
2648,3004.0,日本,澳大利,2017-8-31,2.0,0.0,60,0,528,300,2
2649,3005.0,日本,叙利亚,2017-6-7,1.0,1.0,60,76,528,423,1
2650,3006.0,日本,泰国,2017-3-28,4.0,0.0,60,0,528,300,2
2651,3007.0,日本,沙特,2016-11-15,2.0,1.0,60,0,528,300,2
2652,3008.0,日本,阿曼,2016-11-11,4.0,0.0,60,87,528,383,2
2653,3009.0,日本,伊拉克,2016-10-6,2.0,1.0,60,91,528,372,2
2654,3010.0,日本,阿联酋,2016-9-1,1.0,2.0,60,0,528,300,0
2655,3011.0,日本,波黑,2016-6-7,1.0,2.0,60,41,528,688,0
2656,3012.0,日本,保加利,2016-6-3,7.0,2.0,60,0,528,300,2
2657,3013.0,日本,叙利亚,2016-3-29,5.0,0.0,60,76,528,423,2
2658,3014.0,日本,阿富汗,2016-3-24,5.0,0.0,60,0,528,300,2
2659,3016.0,日本,韩国,2015-8-5,1.0,1.0,60,61,528,520,1
2660,3017.0,日本,新加坡,2015-6-16,0.0,0.0,60,0,528,300,1
2661,3018.0,日本,伊拉克,2015-6-11,4.0,0.0,60,91,528,372,2
2662,3019.0,日本,乌兹别,2015-3-31,5.0,1.0,60,0,528,300,2
2663,3020.0,日本,突尼斯,2015-3-27,2.0,0.0,60,14,528,1012,2
2664,3021.0,日本,阿联酋,2015-1-23,1.0,1.0,60,0,528,300,1
2665,3022.0,日本,约旦,2015-1-20,2.0,0.0,60,118,528,272,2
2666,3023.0,日本,巴勒斯,2015-1-12,4.0,0.0,60,0,528,300,2
2667,3025.0,日本,澳大利,2014-11-18,2.0,1.0,60,0,528,300,2
2668,3026.0,日本,洪都拉,2014-11-14,6.0,0.0,60,0,528,300,2
2669,3027.0,日本,巴西,2014-10-14,0.0,4.0,60,2,528,1384,0
2670,3028.0,日本,牙买加,2014-10-10,1.0,0.0,60,52,528,587,2
2671,3029.0,日本,委内瑞,2014-9-9,2.0,2.0,60,0,528,300,1
2672,3030.0,日本,乌拉圭,2014-9-5,0.0,2.0,60,17,528,976,0
2673,3031.0,日本,哥伦比,2014-6-25,1.0,4.0,60,0,528,300,0
2674,3032.0,日本,希腊,2014-6-20,0.0,0.0,60,44,528,657,1
2675,3033.0,日本,赞比亚,2014-6-7,4.0,3.0,60,78,528,412,2
2676,3034.0,日本,塞浦路,2014-5-27,1.0,0.0,60,0,528,300,2
2677,3035.0,日本,新西兰,2014-3-5,4.0,2.0,60,0,528,300,2
2678,3036.0,日本,加纳,2013-9-10,3.0,1.0,60,50,528,603,2
2679,3037.0,日本,危地马,2013-9-6,3.0,0.0,60,0,528,300,2
2680,3038.0,日本,乌拉圭,2013-8-14,2.0,4.0,60,17,528,976,0
2681,3039.0,日本,澳大利,2013-7-25,3.0,2.0,60,0,528,300,2
2682,3040.0,日本,中国,2013-7-21,3.0,3.0,60,73,528,431,1
2683,3041.0,日本,墨西哥,2013-6-23,1.0,2.0,60,15,528,1008,0
2684,3042.0,日本,澳大利,2013-6-4,1.0,1.0,60,0,528,300,1
2685,3043.0,日本,保加利,2013-5-30,0.0,2.0,60,0,528,300,0
2686,3044.0,洪都拉,萨尔瓦,2018-6-3,0.0,1.0,0,0,300,300,0
2687,3045.0,洪都拉,澳大利,2017-11-11,0.0,0.0,0,0,300,300,1
2688,3046.0,洪都拉,墨西哥,2017-10-11,3.0,2.0,0,15,300,1008,2
2689,3047.0,洪都拉,美国,2017-9-6,1.0,1.0,0,24,300,880,1
2690,3048.0,洪都拉,法圭亚,2017-7-12,0.0,0.0,0,0,300,300,1
2691,3049.0,洪都拉,哥斯达,2017-7-8,0.0,1.0,0,0,300,300,0
2692,3050.0,洪都拉,萨尔瓦,2017-5-28,2.0,2.0,0,0,300,300,1
2693,3051.0,洪都拉,哥斯达,2017-3-29,1.0,1.0,0,0,300,300,1
2694,3052.0,洪都拉,牙买加,2017-2-17,0.0,1.0,0,52,300,587,0
2695,3053.0,洪都拉,哥斯达,2017-1-21,1.0,1.0,0,0,300,300,1
2696,3054.0,洪都拉,尼加拉,2017-1-14,2.0,1.0,0,0,300,300,2
2697,3055.0,洪都拉,特立尼,2016-11-16,3.0,1.0,0,0,300,300,2
2698,3056.0,洪都拉,巴拿马,2016-11-12,0.0,1.0,0,55,300,574,0
2699,3058.0,洪都拉,加拿大,2016-9-3,2.0,1.0,0,80,300,407,2
2700,3059.0,洪都拉,萨尔瓦,2016-3-30,2.0,0.0,0,0,300,300,2
2701,3061.0,洪都拉,墨西哥,2015-11-18,0.0,2.0,0,15,300,1008,0
2702,3062.0,洪都拉,南非,2015-10-14,1.0,1.0,0,72,300,432,1
2703,3063.0,洪都拉,危地马,2015-10-9,1.0,1.0,0,0,300,300,1
2704,3064.0,洪都拉,巴拿马,2015-7-11,1.0,1.0,0,55,300,574,1
2705,3065.0,洪都拉,墨西哥,2015-7-2,0.0,0.0,0,15,300,1008,1
2706,3066.0,洪都拉,萨尔瓦,2015-6-1,2.0,0.0,0,0,300,300,2
2707,3072.0,洪都拉,瑞士,2014-6-26,0.0,3.0,0,6,300,1179,0
2708,3073.0,洪都拉,厄瓜多,2014-6-21,1.0,2.0,0,0,300,300,0
2709,3074.0,洪都拉,以色列,2014-6-2,2.0,4.0,0,98,300,347,0
2710,3075.0,洪都拉,委内瑞,2014-3-6,2.0,1.0,0,0,300,300,2
2711,3076.0,洪都拉,厄瓜多,2013-11-20,2.0,2.0,0,0,300,300,1
2712,3077.0,洪都拉,哥斯达,2013-10-12,1.0,0.0,0,0,300,300,2
2713,3078.0,洪都拉,巴拿马,2013-9-11,2.0,2.0,0,55,300,574,1
2714,3079.0,洪都拉,哥斯达,2013-7-22,1.0,0.0,0,0,300,300,2
2715,3080.0,洪都拉,特立尼,2013-7-16,0.0,2.0,0,0,300,300,0
